origin_iata,destination_iata,flight_type,airlines,departure_time,arrival_time,duration_hours,number_of_flights_per_day,min_price,avg_price,emissions_co2,aircraft_types,number_of_stops,layover_details,notes
AER,KTI,One way,Etihad,19:45,19:10,19.42,1,547,547,,Airbus A320 | Airbus A321neo,1,AUH (490m),Found on 2026-04-17
AER,PRG,One way,Etihad,19:45,07:05,12.33,1,509,509,,Airbus A320 | Boeing 787,1,AUH (140m),Found on 2026-04-17
AER,PRG,One way,Etihad,19:45,07:05,12.33,1,509,509,,Airbus A320 | Boeing 787,1,AUH (140m),Found on 2026-04-17
AER,PVG,One way,Etihad | China Eastern,19:45,12:55,36.17,1,584,584,,Airbus A320 | Airbus A330,1,AUH (1370m),Found on 2026-04-17
AER,RUH,One way,Etihad,19:45,02:45,7.0,3,558,678.67,,Airbus A320 | Airbus A321neo,1,AUH (90m),Found on 2026-04-17
AER,SEZ,One way,Etihad,19:45,07:15,10.5,2,656,656,,Airbus A320,1,AUH (120m),Found on 2026-04-17
AER,SIN,One way,Etihad,19:45,09:40,32.92,3,558,5074,,Airbus A320 | Airbus A380,1,AUH (1270m),Found on 2026-04-17
AER,SYD,One way,Etihad,19:45,06:10,27.42,3,1237,3481.33,,Airbus A320 | Airbus A350,1,AUH (595m),Found on 2026-04-19 (Round 2)
AER,TPE,One way,Etihad,19:45,10:00,33.25,1,751,751,,Airbus A320 | Boeing 787,1,AUH (1250m),Found on 2026-04-17
AER,TRV,One way,Etihad,19:45,20:15,22.0,1,758,758,,Airbus A320,1,AUH (835m),Found on 2026-04-17
AER,TUN,One way,Etihad,19:45,06:25,12.67,1,859,859,,Airbus A320 | Airbus A321neo,1,AUH (145m),Found on 2026-04-17
AER,VIE,One way,Etihad,19:45,06:40,11.92,1,509,509,,Airbus A320 | Boeing 777,1,AUH (130m),Found on 2026-04-17
AER,VIE,One way,Etihad,19:45,06:40,11.92,1,509,509,,Airbus A320 | Boeing 777,1,AUH (130m),Found on 2026-04-17
AER,WAW,One way,Etihad,19:45,07:00,36.25,1,766,766,,Airbus A320 | Boeing 787,1,AUH (1590m),Found on 2026-04-17
AER,WAW,One way,Etihad,19:45,07:00,36.25,1,766,766,,Airbus A320 | Boeing 787,1,AUH (1590m),Found on 2026-04-17
AER,YYZ,One way,Etihad,19:45,08:55,20.17,1,1024,1024,,Airbus A320 | Airbus A380,1,AUH (120m),Found on 2026-04-17
AER,ZRH,One way,Etihad,19:45,06:50,12.08,1,526,526,,Airbus A320 | Boeing 787,1,AUH (105m),Found on 2026-04-17
AER,KBL,One way,Etihad,19:45,18:15,21.0,1,572,572,,Airbus A320,1,AUH (855m),Found on 2026-04-17
AER,MED,One way,Etihad,19:45,10:20,14.58,2,714,3226,,Airbus A320 | Airbus A321,1,AUH (495m),Found on 2026-04-17
AER,SLL,One way,Etihad | Oman Air,19:45,12:30,15.75,2,523,642,,Airbus A320 | Boeing 737,2,AUH (90m) | MCT (460m),Found on 2026-04-17
AER,TLV,One way,Etihad,19:45,05:50,10.08,2,477,528,,Airbus A320 | Airbus A321neo,1,AUH (175m),Found on 2026-04-17
AER,ZNZ,One way,Etihad | Ethiopian,19:45,11:00,15.25,1,688,688,,Airbus A320 | Boeing 737MAX 8 Passenger | Airbus A350,2,AUH (235m) | ADD (40m),Found on 2026-04-17
AER,KRK,One way,Etihad | Lufthansa,19:45,23:30,28.75,2,787,853,,Airbus A320 | Boeing 787,2,AUH (830m) | MUC (210m),Found on 2026-04-17
AER,OTP,One way,Etihad | Air Serbia,19:45,15:20,19.58,1,7267,7267,,Airbus A320 | Boeing 777 | ATR 42/72 | Embraer RJ-170/190,3,AUH (130m) | VIE (175m) | BEG (135m),Found on 2026-04-19
AER,DAM,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
AER,PMI,One way,Etihad | Air Europa,19:45,09:25,14.67,1,505,505,,Airbus A320 | Boeing 787-10 | Boeing 737,2,AUH (120m) | BCN (65m),Found on 2026-04-17
AER,LUX,One way,Etihad | Luxair,19:45,09:25,14.67,7,3195,4950.43,,Airbus A320 | Boeing 787 | De Havilland-Bombardier Dash-8,2,AUH (115m) | GVA (70m),Found on 2026-04-19 (Round 2)
AER,YYC,One way,Etihad | WestJet,19:45,14:28,27.72,6,1556,4145.17,,Airbus A320 | Airbus A380 | Boeing 737MAX 8 Passenger,2,AUH (120m) | YYZ (185m),Found on 2026-04-19 (Round 2)
AGP,AUH,One way,Air Europa | Etihad,21:10,19:40,20.5,3,889,1020.33,,Boeing 737 | Boeing 787,1,MAD (745m),Found on 2026-04-17
AGP,BKK,One way,Air Europa | Etihad,12:35,18:10,24.58,2,1127,1188,,Boeing 737 | Boeing 787 | Boeing 777,2,MAD (485m) | AUH (110m),Found on 2026-04-17
AGP,KUL,One way,Air Europa | Etihad,12:35,19:45,25.17,2,1095,1158,,Boeing 737 | Boeing 787,2,MAD (485m) | AUH (100m),Found on 2026-04-17
AGP,MLE,One way,Air Europa | Etihad,21:10,05:15,29.08,4,839,1027,,Boeing 737 | Boeing 787,2,MAD (745m) | AUH (255m),Found on 2026-04-17
AGP,NRT,One way,Air Europa | Etihad,21:10,12:35,32.42,1,1220,1220,,Boeing 737 | Boeing 787 | Airbus A350,2,MAD (745m) | AUH (105m),Found on 2026-04-17
AGP,ADD,One way,Air Europa | Ethiopian,18:55,07:25,11.5,6,555,970.17,,Boeing 737 | Boeing 787,1,MAD (185m),Found on 2026-04-18 (Round 2)
AGP,AER,One way,Air Europa | Etihad,21:10,18:10,44.0,2,1246,1246,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (745m) | AUH (1155m),Found on 2026-04-17
AGP,AMD,One way,Tap Air Portugal | Etihad,07:00,04:25,17.92,1,799,799,,Embraer 190 | Airbus A330 | Airbus A321,2,LIS (115m) | AUH (250m),Found on 2026-04-18
AGP,AMM,One way,Turkish Airlines,11:45,23:55,11.17,5,542,838.2,,Airbus A321neo,1,IST (260m),Found on 2026-04-18 (Round 2)
AGP,BAH,One way,Air Europa | Etihad,21:10,20:45,22.58,2,831,1024.5,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (745m) | AUH (55m),Found on 2026-04-17
AGP,BEY,One way,Air Europa | Etihad,21:10,11:05,36.92,1,1110,1110,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (745m) | AUH (775m),Found on 2026-04-17
AGP,BLR,One way,Air Europa | Etihad,21:10,03:15,26.58,3,854,997,,Boeing 737 | Boeing 787,2,MAD (745m) | AUH (115m),Found on 2026-04-17
AGP,BOM,One way,Air Europa | Etihad,21:10,02:05,25.42,4,697,929.5,,Boeing 737 | Boeing 787 | Boeing 777,2,MAD (745m) | AUH (95m),Found on 2026-04-17
AGP,CAI,One way,Air Europa | Etihad,08:35,12:10,27.58,2,979,999.5,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (725m) | AUH (220m),Found on 2026-04-17
AGP,CCJ,One way,Air Europa | Etihad,21:10,02:55,26.25,1,1082,1082,,Boeing 737 | Boeing 787 | Airbus A321,2,MAD (745m) | AUH (100m),Found on 2026-04-17
AGP,CCU,One way,Tap Air Portugal | Etihad,07:00,03:00,16.5,1,811,811,,Embraer 190 | Airbus A330 | Airbus A321neo,2,LIS (115m) | AUH (50m),Found on 2026-04-18
AGP,CGK,One way,Air Europa | Etihad,08:35,20:35,31.0,4,861,993,,Boeing 737 | Boeing 787,2,MAD (725m) | AUH (130m),Found on 2026-04-17
AGP,CMB,One way,Air Europa | Etihad,08:35,14:55,26.83,7,859,1069.57,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (725m) | AUH (125m),Found on 2026-04-17
AGP,CMN,One way,Royal Air Maroc,14:15,14:30,1.25,7,68,283,,Boeing 737,0,Direct,Found on 2026-04-18 (Round 2)
AGP,CNX,One way,Tap Air Portugal | Etihad,07:00,06:25,18.42,1,903,903,,Embraer 190 | Airbus A330 | Airbus A321neo,2,LIS (115m) | AUH (75m),Found on 2026-04-18
AGP,COK,One way,Air Europa | Etihad,17:05,14:15,17.67,1,1220,1220,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (215m) | AUH (115m),Found on 2026-04-17
AGP,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
AGP,DEL,One way,Air Europa | Etihad,21:10,03:10,26.5,3,721,816.33,,Boeing 737 | Boeing 787,2,MAD (745m) | AUH (140m),Found on 2026-04-17
AGP,DMM,One way,Air Europa | Etihad,21:10,21:10,23.0,3,886,932.67,,Boeing 737 | Boeing 787 | Airbus A321neo,2,MAD (745m) | AUH (65m),Found on 2026-04-17
AGP,DOH,One way,Air Europa | Etihad,08:35,09:30,23.92,2,915,967.5,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (725m) | AUH (160m),Found on 2026-04-17
AGP,DPS,One way,Air Europa | Etihad,21:10,11:25,32.25,1,998,998,,Boeing 737 | Boeing 787 | Boeing 777,2,MAD (745m) | AUH (130m),Found on 2026-04-17
AGP,ELQ,One way,Air Europa | Etihad,21:10,09:00,34.83,2,832,832,,Boeing 737 | Boeing 787-10 | Airbus A320,2,MAD (745m) | AUH (735m),Found on 2026-04-18
AGP,HAN,One way,Air Europa | Etihad,21:10,18:45,40.58,2,925,925,,Boeing 737 | Boeing 787 | Boeing 787-10,2,MAD (745m) | AUH (810m),Found on 2026-04-17
AGP,HKG,One way,Air Europa | Etihad,21:10,09:00,29.83,1,856,856,,Boeing 737 | Boeing 787,2,MAD (745m) | AUH (90m),Found on 2026-04-17
AGP,HKT,One way,Air Europa | Etihad,21:10,07:35,29.42,3,915,1050,,Boeing 737 | Boeing 787 | Boeing 787-10,2,MAD (745m) | AUH (130m),Found on 2026-04-17
AGP,HYD,One way,Tap Air Portugal | Etihad,07:00,02:45,16.25,1,1060,1060,,Embraer 190 | Airbus A330 | Boeing 787,2,LIS (115m) | AUH (100m),Found on 2026-04-18
AGP,ICN,One way,Air Europa | Etihad,21:10,10:50,30.67,1,1171,1171,,Boeing 737 | Boeing 787,2,MAD (745m) | AUH (90m),Found on 2026-04-17
AGP,ISB,One way,Air Europa | Etihad,21:10,03:25,27.25,3,814,964.67,,Boeing 737 | Boeing 787 | Airbus A321,2,MAD (745m) | AUH (210m),Found on 2026-04-17
AGP,JAI,One way,Air Europa | Etihad,21:10,02:10,25.5,2,825,960.5,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (745m) | AUH (85m),Found on 2026-04-17
AGP,JED,One way,Air Europa | Etihad,12:35,10:25,20.83,3,966,994.33,,Boeing 737 | Boeing 787 | Airbus A321,2,MAD (485m) | AUH (105m),Found on 2026-04-17
AGP,JNB,One way,Air Europa | Etihad,21:10,08:15,35.08,1,878,878,,Boeing 737 | Boeing 787,2,MAD (745m) | AUH (385m),Found on 2026-04-17
AGP,KBV,One way,Air Europa | Etihad,21:10,18:20,40.17,1,930,930,,Boeing 737 | Boeing 787 | Airbus A321neo,2,MAD (745m) | AUH (780m),Found on 2026-04-17
AGP,KHI,One way,Air Europa | Etihad,17:05,11:10,15.08,1,1366,1366,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (215m) | AUH (70m),Found on 2026-04-17
AGP,KIX,One way,Air Europa | Etihad,17:05,11:50,35.75,2,1160,1166,,Boeing 737 | Boeing 787,2,MAD (215m) | AUH (865m),Found on 2026-04-17
AGP,KNO,One way,Air Europa | Etihad,21:10,07:05,28.92,1,856,856,,Boeing 737 | Boeing 787 | Airbus A321neo,2,MAD (745m) | AUH (75m),Found on 2026-04-17
AGP,KWI,One way,Air Europa | Etihad,21:10,21:15,23.08,5,821,1000.4,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (745m) | AUH (50m),Found on 2026-04-17
AGP,LED,One way,Air Europa | Etihad,21:10,08:35,34.42,1,1667,1667,,Boeing 737 | Boeing 787-10 | Airbus A321neo,2,MAD (745m) | AUH (435m),Found on 2026-04-19
AGP,LHE,One way,Turkish Airlines,17:45,08:05,11.33,2,522,553.5,,Airbus A321neo | Airbus A330,1,IST (95m),Found on 2026-04-18 (Round 2)
AGP,MAA,One way,Tap Air Portugal | Etihad,07:00,02:50,16.33,1,1000,1000,,Embraer 190 | Airbus A330 | Airbus A321neo,2,LIS (115m) | AUH (75m),Found on 2026-04-18
AGP,MCT,One way,Air Europa | Etihad,21:10,22:00,22.83,3,809,916.67,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (745m) | AUH (65m),Found on 2026-04-17
AGP,MEL,One way,Air Europa | Etihad,21:10,15:50,34.67,1,1178,1178,,Boeing 737 | Boeing 787,2,MAD (745m) | AUH (60m),Found on 2026-04-17
AGP,MNL,One way,Air Europa | Etihad,08:35,22:00,31.42,3,1028,1134.67,,Boeing 737 | Boeing 787,2,MAD (725m) | AUH (135m),Found on 2026-04-17
AGP,NBO,One way,Air Europa | Etihad,21:10,00:35,26.42,2,790,861.5,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (745m) | AUH (50m),Found on 2026-04-17
AGP,PEW,One way,Air Europa | Etihad,21:10,06:50,30.67,1,901,901,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (745m) | AUH (425m),Found on 2026-04-17
AGP,PKX,One way,Air Europa | Etihad,21:10,09:00,29.83,1,832,832,,Boeing 737 | Boeing 787,2,MAD (745m) | AUH (70m),Found on 2026-04-17
AGP,KTI,One way,Air Europa | Etihad,17:05,19:10,21.08,1,1058,1058,,Boeing 737 | Boeing 787 | Airbus A321neo,2,MAD (215m) | AUH (115m),Found on 2026-04-17
AGP,PVG,One way,Air Europa | Etihad | China Eastern,21:10,12:55,33.75,1,864,864,,Boeing 737 | Boeing 787 | Airbus A330,2,MAD (745m) | AUH (220m),Found on 2026-04-17
AGP,RUH,One way,Air Europa | Etihad,21:10,21:25,23.25,3,809,926.33,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (745m) | AUH (50m),Found on 2026-04-17
AGP,SEZ,One way,Air Europa | Etihad | Air Seychelles,08:35,12:20,25.75,3,1043,1074.33,,Boeing 737 | Boeing 787 | Airbus A320neo,2,MAD (725m) | AUH (60m),Found on 2026-04-17
AGP,SIN,One way,Air Europa | Etihad,21:10,09:40,30.5,1,856,856,,Boeing 737 | Boeing 787 | Airbus A380,2,MAD (745m) | AUH (120m),Found on 2026-04-17
AGP,SVO,One way,Air Europa | Etihad,12:35,19:20,29.75,3,1587,1611,,Boeing 737 | Boeing 787 | Boeing 787-10,2,MAD (485m) | AUH (455m),Found on 2026-04-17
AGP,SYD,One way,Air Europa | Etihad,12:35,06:10,33.58,2,1515,1559.5,,Boeing 737 | Boeing 787 | Airbus A350,2,MAD (485m) | AUH (220m),Found on 2026-04-17
AGP,TPE,One way,Air Europa | Etihad,21:10,10:00,30.83,1,947,947,,Boeing 737 | Boeing 787,2,MAD (745m) | AUH (100m),Found on 2026-04-17
AGP,TRV,One way,Air Europa | Etihad,17:05,20:15,23.67,1,1110,1110,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (215m) | AUH (460m),Found on 2026-04-17
AGP,TUN,One way,Royal Air Maroc,20:30,10:50,15.33,15,270,489.13,,Boeing 737MAX 8 Passenger | Boeing 737,1,CMN (665m),Found on 2026-04-18 (Round 2)
AGP,MED,One way,Turkish Airlines,17:45,04:25,9.67,3,575,872,,Airbus A321neo,1,IST (110m),Found on 2026-04-18 (Round 2)
AGP,ZNZ,One way,Turkish Airlines,11:45,01:55,13.17,5,800,1523.4,,Airbus A321neo | Boeing 737MAX 8 Passenger,1,IST (80m),Found on 2026-04-18 (Round 2)
AGP,TLV,One way,Air Europa | Etihad,17:05,11:10,17.08,1,1143,1143,,Boeing 737 | Boeing 787 | Airbus A321neo,2,MAD (215m) | AUH (120m),Found on 2026-04-17
AGP,KZN,One way,Air Europa | Etihad,21:10,12:35,38.42,2,1580,1580,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (745m) | AUH (760m),Found on 2026-04-17
AGP,SLL,One way,Air Europa | Etihad | Air Arabia,17:05,09:50,14.75,1,956,956,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (215m) | AUH (75m),Found on 2026-04-18
AGP,TAS,One way,Air Europa | Etihad | Air Arabia,17:05,13:20,17.25,1,1897,1897,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (215m) | AUH (125m),Found on 2026-04-17
AGP,DAM,One way,Turkish Airlines,17:45,09:25,14.67,1,511,511,,Airbus A321neo | Boeing 777,1,IST (490m),Found on 2026-04-18 (Round 2)
AGP,KBL,One way,Air Europa | Etihad,12:35,18:15,27.17,2,1193,1269.5,,Boeing 737 | Boeing 787 | Airbus A320,2,MAD (485m) | AUH (480m),Found on 2026-04-17
AMD,AUH,One way,Etihad,05:40,07:10,3.0,2,148,158.5,,Airbus A321,0,Direct,Found on 2026-04-17
AMD,ATL,One way,Etihad,05:40,16:30,20.33,2,672,672,,Airbus A321 | Airbus A350,1,AUH (130m),Found on 2026-04-17
AMD,LHR,One way,Etihad,05:40,12:45,11.58,2,294,294,,Airbus A321 | Boeing 787-10,1,AUH (60m),Found on 2026-04-17
AMD,YYZ,One way,Etihad,21:20,08:55,21.08,1,762,762,,Airbus A321 | Airbus A380,1,AUH (220m),Found on 2026-04-17
AMD,ZRH,One way,Etihad,21:20,13:20,19.5,4,377,453,,Airbus A321 | Airbus A321neo,1,AUH (580m),Found on 2026-04-17
AMD,ADD,One way,Etihad,05:40,12:30,9.33,3,667,701.33,,Airbus A321 | Airbus A320,1,AUH (105m),Found on 2026-04-17
AMD,AER,One way,Etihad,05:40,18:10,15.0,1,412,412,,Airbus A321 | Airbus A320,1,AUH (465m),Found on 2026-04-17
AMD,AGP,One way,Etihad | Tap Air Portugal,21:20,14:30,20.67,1,1276,1276,,Airbus A321 | Airbus A330 | Embraer 190,2,AUH (195m) | LIS (290m),Found on 2026-04-18
AMD,AMM,One way,Etihad,05:40,23:35,20.42,4,420,1022.25,,Airbus A321 | Airbus A320,1,AUH (850m),Found on 2026-04-17
AMD,AMS,One way,Etihad,05:40,19:10,17.0,4,321,627.75,,Airbus A321 | Airbus A350,1,AUH (415m),Found on 2026-04-17
AMD,ATH,One way,Etihad,05:40,12:35,9.42,4,738,1419.5,,Airbus A321 | Airbus A321neo,1,AUH (70m),Found on 2026-04-17
AMD,BAH,One way,Etihad,05:40,09:40,6.5,3,289,1067.33,,Airbus A321 | Airbus A320,1,AUH (135m),Found on 2026-04-17
AMD,BCN,One way,Etihad,05:40,19:20,17.17,3,511,912.33,,Airbus A321 | Boeing 787,1,AUH (420m),Found on 2026-04-17
AMD,BEY,One way,Etihad,05:40,11:05,7.92,3,362,541,,Airbus A321 | Airbus A320,1,AUH (85m),Found on 2026-04-17
AMD,BKK,One way,Etihad,05:40,18:10,11.0,2,1084,1084,,Airbus A321 | Boeing 777,1,AUH (85m),Found on 2026-04-17
AMD,BOS,One way,Etihad,05:40,14:40,18.5,4,580,1215.5,,Airbus A321 | Boeing 787,1,AUH (110m),Found on 2026-04-17
AMD,BRU,One way,Etihad,21:20,07:05,13.25,2,509,1145,,Airbus A321 | Boeing 777,1,AUH (195m),Found on 2026-04-17
AMD,CAI,One way,Etihad,05:40,12:10,10.0,3,393,535,,Airbus A321 | Airbus A320,1,AUH (195m),Found on 2026-04-17
AMD,CDG,One way,Etihad,05:40,19:30,17.33,3,331,405,,Airbus A321 | Boeing 787,1,AUH (430m),Found on 2026-04-17
AMD,CGK,One way,Etihad,05:40,20:35,13.42,3,1082,1152.33,,Airbus A321 | Boeing 787,1,AUH (105m),Found on 2026-04-17
AMD,CLT,One way,Etihad,21:20,10:45,22.92,2,599,1457.5,,Airbus A321 | Airbus A350,1,AUH (285m),Found on 2026-04-18
AMD,CMN,One way,Etihad,05:40,07:20,30.17,3,470,844.33,,Airbus A321 | Boeing 787-10,1,AUH (1135m),Found on 2026-04-17
AMD,CNX,One way,Etihad,21:20,06:25,31.58,2,1083,2387,,Airbus A321 | Airbus A321neo,1,AUH (1330m),Found on 2026-04-17
AMD,CPH,One way,Etihad,21:20,07:10,13.33,6,395,1071.33,,Airbus A321 | Boeing 787,1,AUH (215m),Found on 2026-04-17
AMD,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
AMD,DMM,One way,Etihad,05:40,09:10,6.0,2,293,321.5,,Airbus A321 | Airbus A320,1,AUH (95m),Found on 2026-04-17
AMD,DOH,One way,Etihad,05:40,09:30,6.33,2,450,450,,Airbus A321 | Airbus A320,1,AUH (135m),Found on 2026-04-17
AMD,DPS,One way,Etihad,05:40,11:25,27.25,3,1082,1914.67,,Airbus A321 | Boeing 777,1,AUH (880m),Found on 2026-04-17
AMD,DUB,One way,Etihad,05:40,19:05,17.92,3,527,887.67,,Airbus A321 | Boeing 787,1,AUH (410m),Found on 2026-04-17
AMD,DUS,One way,Etihad,21:20,07:35,13.75,2,438,932.5,,Airbus A321 | Airbus A321neo,1,AUH (210m),Found on 2026-04-17
AMD,ELQ,One way,Etihad,05:40,09:00,5.83,3,387,1450.33,,Airbus A321 | Airbus A320,1,AUH (45m),Found on 2026-04-17
AMD,FCO,One way,Etihad,05:40,18:20,16.17,2,437,437,,Airbus A321 | Boeing 787,1,AUH (420m),Found on 2026-04-17
AMD,FRA,One way,Etihad,05:40,18:45,16.58,2,484,484,,Airbus A321 | Boeing 787,1,AUH (410m),Found on 2026-04-17
AMD,GVA,One way,Etihad,21:20,07:10,13.33,2,434,462,,Airbus A321 | Boeing 787,1,AUH (215m),Found on 2026-04-17
AMD,HAN,One way,Etihad,05:40,06:40,23.5,1,1082,1082,,Airbus A321 | Boeing 787-10,1,AUH (835m),Found on 2026-04-17
AMD,HKG,One way,Etihad,05:40,09:00,24.83,2,1060,1060,,Airbus A321 | Boeing 787,1,AUH (840m),Found on 2026-04-17
AMD,HKT,One way,Etihad,05:40,18:20,11.17,2,1083,1083,,Airbus A321 | Boeing 787-10,1,AUH (85m),Found on 2026-04-17
AMD,IAD,One way,Etihad,21:20,09:45,21.92,1,548,548,,Airbus A321 | Boeing 787,1,AUH (265m),Found on 2026-04-17
AMD,ICN,One way,Etihad,05:40,22:00,12.83,2,1009,1009,,Airbus A321 | Boeing 787,1,AUH (75m),Found on 2026-04-17
AMD,IST,One way,Etihad,05:40,12:35,9.42,3,298,650,,Airbus A321,1,AUH (90m),Found on 2026-04-17
AMD,JED,One way,Etihad,05:40,10:25,7.25,4,295,632,,Airbus A321 | Airbus A320,1,AUH (80m),Found on 2026-04-17
AMD,JFK,One way,Etihad,05:40,16:00,19.83,2,504,504,,Airbus A321 | Boeing 787,1,AUH (150m),Found on 2026-04-17
AMD,JMK,One way,Etihad | SKY express,21:20,13:55,19.08,2,892,1211.5,,Airbus A321 | Airbus A320 | ATR 42/72,2,AUH (200m) | ATH (415m),Found on 2026-04-17
AMD,JNB,One way,Etihad,21:20,08:15,14.42,3,839,1672.33,,Airbus A321 | Boeing 787,1,AUH (195m),Found on 2026-04-17
AMD,JTR,One way,Etihad | SKY express,05:40,14:55,11.75,3,892,1153.67,,Airbus A321 | Airbus A321neo | ATR 42/72,2,AUH (70m) | ATH (85m),Found on 2026-04-17
AMD,KBV,One way,Etihad,05:40,06:30,23.33,1,1083,1083,,Airbus A321 | Airbus A321neo,1,AUH (820m),Found on 2026-04-17
AMD,KIX,One way,Etihad,21:20,11:50,35.0,2,1012,2788.5,,Airbus A321 | Boeing 787,1,AUH (1340m),Found on 2026-04-17
AMD,KNO,One way,Etihad,21:20,07:05,32.25,2,1081,1267.5,,Airbus A321 | Airbus A321neo,1,AUH (1325m),Found on 2026-04-17
AMD,KUL,One way,Etihad,05:40,19:45,11.58,2,924,924,,Airbus A321 | Boeing 787-10,1,AUH (75m),Found on 2026-04-17
AMD,KWI,One way,Etihad,05:40,09:15,6.08,2,305,335.5,,Airbus A321 | Airbus A320,1,AUH (80m),Found on 2026-04-17
AMD,LED,One way,Etihad,21:20,08:35,13.75,1,476,476,,Airbus A321 | Airbus A321neo,1,AUH (245m),Found on 2026-04-17
AMD,LIS,One way,Etihad,21:20,07:25,14.58,1,474,474,,Airbus A321 | Airbus A330,1,AUH (195m),Found on 2026-04-17
AMD,MAD,One way,Etihad,05:40,19:40,17.5,2,445,445,,Airbus A321 | Boeing 787,1,AUH (415m),Found on 2026-04-17
AMD,MAN,One way,Etihad,05:40,18:35,17.42,2,358,358,,Airbus A321 | Boeing 787,1,AUH (410m),Found on 2026-04-17
AMD,MCT,One way,Etihad,05:40,10:40,6.5,2,267,300.5,,Airbus A321 | Airbus A320,1,AUH (135m),Found on 2026-04-17
AMD,MEL,One way,Etihad,05:40,15:50,29.67,3,488,4631.67,,Airbus A321 | Boeing 787,1,AUH (810m),Found on 2026-04-17
AMD,MNL,One way,Etihad,05:40,11:05,26.92,3,923,993.33,,Airbus A321 | Airbus A330,1,AUH (875m),Found on 2026-04-17
AMD,MUC,One way,Etihad,21:20,06:55,13.08,2,433,463.5,,Airbus A321 | Boeing 787,1,AUH (225m),Found on 2026-04-17
AMD,MXP,One way,Etihad,05:40,18:50,16.67,2,320,320,,Airbus A321 | Boeing 787,1,AUH (430m),Found on 2026-04-17
AMD,NBO,One way,Etihad,05:40,00:35,21.42,2,248,295.5,,Airbus A321 | Airbus A320,1,AUH (800m),Found on 2026-04-17
AMD,NCE,One way,Etihad | ITA,21:20,10:30,16.67,3,1007,1105,,Airbus A321 | Boeing 787 | Airbus A220-300 Passenger,2,AUH (205m) | FCO (170m),Found on 2026-04-17
AMD,NRT,One way,Etihad,05:40,12:35,27.42,3,1081,1215.67,,Airbus A321 | Airbus A350,1,AUH (855m),Found on 2026-04-17
AMD,ORD,One way,Etihad,21:20,08:35,21.75,1,576,576,,Airbus A321 | Airbus A350,1,AUH (245m),Found on 2026-04-17
AMD,PKX,One way,Etihad,05:40,09:00,24.83,3,1069,1139,,Airbus A321 | Boeing 787,1,AUH (820m),Found on 2026-04-17
AMD,KTI,One way,Etihad,21:20,19:10,20.33,1,1082,1082,,Airbus A321 | Airbus A321neo,1,AUH (590m),Found on 2026-04-17
AMD,PRG,One way,Etihad,21:20,07:05,13.25,2,517,2235,,Airbus A321 | Boeing 787,1,AUH (240m),Found on 2026-04-17
AMD,PVG,One way,Etihad | China Eastern,05:40,12:55,28.75,2,1093,2154,,Airbus A321 | Airbus A330,1,AUH (970m),Found on 2026-04-17
AMD,RUH,One way,Etihad,05:40,08:40,5.5,3,289,530,,Airbus A321 | Boeing 787,1,AUH (45m),Found on 2026-04-17
AMD,SEZ,One way,Etihad,21:20,07:15,11.42,3,296,491.67,,Airbus A321 | Airbus A320,1,AUH (220m),Found on 2026-04-17
AMD,SIN,One way,Etihad,05:40,09:40,25.5,2,1081,1081,,Airbus A321 | Airbus A380,1,AUH (870m),Found on 2026-04-17
AMD,SVO,One way,Etihad,21:20,07:35,12.75,2,389,458.5,,Airbus A321 | Boeing 787-10,1,AUH (240m),Found on 2026-04-17
AMD,SYD,One way,Etihad,05:40,16:50,30.67,2,435,435,,Airbus A321 | Airbus A350,1,AUH (835m),Found on 2026-04-17
AMD,TPE,One way,Etihad,05:40,10:00,25.83,2,1060,1060,,Airbus A321 | Boeing 787,1,AUH (850m),Found on 2026-04-17
AMD,TUN,One way,Etihad,21:20,06:25,13.58,1,563,563,,Airbus A321 | Airbus A321neo,1,AUH (245m),Found on 2026-04-17
AMD,VIE,One way,Etihad,21:20,06:40,12.83,2,335,937,,Airbus A321 | Boeing 777,1,AUH (230m),Found on 2026-04-17
AMD,WAW,One way,Etihad,21:20,07:00,37.17,1,3637,3637,,Airbus A321 | Boeing 787,1,AUH (1690m),Found on 2026-04-17
